Resume_str,Category,field,score,grade
"ROUTE MANAGER           Summary     To obtaining a position in a company that will allow me to better use my skills and knowledge to advance the performance and profitability of that company. Goal oriented, self-motivated with twenty years of experience as a Supervisor/Manager of personnel, products, and budgets.   Driven to tackle projects that advance the organization and build collaboration/teamwork among peers and subordinates.   Leader of the consistently, number one ranked office for the M",APPAREL,creative,39.0,1
"EMBROIDERY MACHINE OPERATOR       Summary    To find employment with a good reputable company with a chance to advance to the best of my
 abilities and job skills.      Skills          Customer Service  Cashier   Pharmacy   Sales Associate      Embroidery machine operator  Sewing machine operator  Telephone/ fax mahcines  Filing/ office skills            Skills     Customer Service: at JC Penney, Goodies, Medisav Pharmacy, Wal-Mart  Pharmacy , and The Pharmacy of  Pocola.    Sales Assiocate : at",APPAREL,creative,36.0,1
"ADMINISTRATIVE ASSISTANT         Professional Summary     Stylist informed by background in art history and design. Dedicated to clear and fruitful communication through delivery of unmatched customer experiences. My interdisciplinary studies in art have taught me to approach my work with a contextualized perspective and ingenuity.       Skills          Graphic design, composition & illustration  Writing & Proficient Typist  Microsoft Office Suite and social media platforms (Instagram, Twitter, ",APPAREL,creative,47.0,1
"ASSISTANT MANAGER         Highlights        Microsoft Office Suite              Experience     04/2012   to   Current     Assistant Manager    Company Name   －   City  ,   State      Manage an $8.4 million volume luxury shoe sales floor Recruit, train, develop, and manage a team of 15 to meet and exceed their sales goals Communicate weekly with buying office to maximize our market specific product assortment Successfully plan and execute various events such as product launches, product knowledge",APPAREL,creative,35.0,1
ASSISTANT MANAGER           Summary    General Associates with emphasis in Business Admin. and Communications Current 3.0 GPA Volunteer Junior Achievement teacher Grades 1st and 3rd 3 yrs. as a volunteer in special needs classroom Routinely helped as many as 350 customers each day in a high-volume retail Store. Consistently exceeding daily sales targets with an average of $3000 in sales each day. Over 13 years in retail/customer service Has managed over 13 people at one time.           Experienc,APPAREL,creative,36.0,1
"MEN'S SR DESIGNER - FREELANCE         Summary     Innovative and artistic professional with  20+ years in the fashion industry.  Passionate, creative, resourceful, dependable, efficient, strong communication and organizational skills with the ability to troubleshoot problems. Enjoys working in a fast-paced, dynamic environment with the ability to work cross-functionally as well as independently. Laser focus on details and achieving the desired results. Experienced in price negotiations, costing ",APPAREL,creative,37.0,1
CUSTOMER SERVICE SPECIALIST       Summary     Detail-oriented individual with strong technical skills and the ability to learn concepts quickly.  Proficient and adaptable; looking for an opportunity to use my knowledge and experience to assist a customer-service focused company. Versatile student with achieved success in on-campus and on-line classes. CORE STRENGTHS have been utilized in previous jobs that required immediate attention to detail and learning new computer program applications.    ,APPAREL,creative,34.0,1
"ASSOCIATE MERCHANT       Summary    Resourceful buyer with over 15 years of developing and implementing sales strategies in multiple product lines. Strengths include vendor negotiation, sourcing consumer products, and promotional planning.       Skills          Contract negotiation  Sales and trend forecasting  Interpersonal ability   Trade shows         Self-directed  Competitive analysis  Pricing strategies   Presentations              Experience      Associate Merchant   06/2015   to   Curren",APPAREL,creative,51.0,2
"SR. MERCHANDISING AUDIENCE LEAD MICROSOFT US ONLINE STORE       Summary     Sr. E-commerce Merchandiser specializing in audience program development and targeted marketing campaigns. Extensive knowledge in omni-channel retail buying, planning, product development and marketing.       Highlights          Business analysis  Online branding  Purchase funnel optimization  Retail marketing      Retail systems  Retail buying  Competitive analysis  Program development            Experience      Sr. Mer",APPAREL,creative,44.0,1
"SENIOR PRODUCT DEVELOPMENT MANAGER       Summary      PRODUCT DEVELOPMENT, SOURCING AND RETAIL PROFESSIONAL            
Respected Retail Professional who leverages expertise in production, negotiation, supplier management, and relationship building skills, to drive and deliver solid business results. Highly adept with working  with cross-functional teams and key stakeholders to maximize business opportunities . Strong leadership skills, demonstrated success with managing initiatives of varying s",APPAREL,creative,59.0,2
"OWNER/ATTORNEY AND MEDIATOR           Executive Profile     As an attorney for over 25 years, I have helped individuals and businesses all over Northern Ohio BUILD FUTURES, primarily in the areas of contracts, divorce mediation, elder care, employment, estates, family law, probate, property law, trusts, & wills.       Skill Highlights          Leadership/communication skills  Human resources  Negotiations expert      Skilled divorce mediator  Estate planning & taxes  Legal research & writing exp",APPAREL,creative,23.0,0
"CO-FOUNDER / SALES & MARKETING COORDINATOR         Core Qualifications        Microsoft Office: Word, Excel, Access, and PowerPoint
*Proficient with Apple OSX and built-in apps such as Keynote  
*Advanced knowledge of Google Analytics programing
*Well versed and experienced with Facebook Analytics & Ads            Professional Experience     01/2014   to   Current     Co-Founder / Sales & Marketing Coordinator    Company Name   －   City  ,   State      Plan, develop, organize, implement, direct ",APPAREL,creative,45.0,1
PRODUCT MARKETING MANAGER       Professional Summary    Seasoned omni-channel professional skilled at collaborating with multiple stakeholders to determine audience interest and develop strategic go-to-market plans that align with the company's business priorities and initiatives.      Core Qualifications          Excellent Communicator   Problem Solver  Highly Organized             Influential Leader  Metrics Savvy      High Productivity  Collaborative Team Player             Experience     03/,APPAREL,creative,40.0,1
"CREATIVE DIRECTOR       Professional Summary    Hard working, punctual, dependable, detail oriented, well organized, excellent oral and written communication skills, strong organizational skills *Ability to positively and proactively handle customer concerns and prioritize multiple task in a fast- paced environment .*Ability to work on multiple projects effectively and efficiently, both independently and collaboratively within a team.To obtain a position in a well established company where I can",APPAREL,creative,23.0,0
"ASSISTANT BANKING CENTER MANAGER I         Summary    Experienced in Signals analysis, Geo-Spatial analysis, Electronic Warfare analysis, Networks and Threat analysis, and DNR.  Limited knowledge of performing DNI analysis.  Basic knowledge of computer network applications from the World Wide Web, printers, email, and instant messaging.  Knowledge in Local Area Networks as well as Wide Area Networks.  Expert working knowledge and experience with Google Earth, Microsoft Office Suite, various SIGI",APPAREL,creative,50.0,2
"STORE KEEPER / PRODUCTION CO-ORDINATOR       Summary     To develop and find a place in the industry where I can utilize my skills through serving efficiently and with complete honesty, integrity and hard work for personal and organizational growth.       Highlights          Ms-Office (Excel, Word, Pivot & Vlookup) & Internet applications.            Customer Service Oriented           Merchandising           Production Co-ordination           Store Managing     Inventory tracking  Vendor manage",APPAREL,creative,26.0,0
"COORDINATING MANAGER       Summary    Administrative Operations: Special events, meeting, and travel logistics; correspondence, file, records, and database management; project administration and executive-level management 
*Sales Support: Client service, accounts management, problem trouble-shooting and resolution; contract administration, order review, and shipping management; sales tracking and reporting
*Communications: Business writer, proofreader, and editor; knowledgeable  in medical termi",APPAREL,creative,41.0,1
"OFFICE MANAGER         Highlights          Microsoft Office  Social Media Marketing:  Facebook, Instagram & Pinterest  Critical Thinking & Problem Solving Skills  Detailed & Organized  Type 53 words per minute  Written & Verbal Communication  Leadership & Team Development  Project Management                Experience     01/2004   to   10/2016     Office Manager    Company Name   －   City  ,   State      Career Center.  Verified, edited and approved job postings.  Assisted employers with technic",APPAREL,creative,23.0,0
"KEY HOLDER, SALES PLANNER       Summary    Art Director with strong background in production management. Specializes in sales, fashion marketing and editorial
 film making. Well versed in team building and creative planning. Extensive high-profile brand knowledge.      Experience     03/2016   to   07/2016     Key Holder, Sales Planner    Company Name   －   City  ,   State      Effectively controlled the release of proprietary and confidential information for general client lists.  Created strat",APPAREL,creative,50.0,2
"SR. PROJECT MANAGEMENT ASSOCIATE           Professional Profile     Results-oriented Project Administrator with 14+ years' experience in the toy manufacturing industry. Meticulous and collaborative professional with unsurpassed skill at managing diverse needs in deadline-driven environments.        Qualifications         , core competencies and strengths are as follows:   *Ability to communicate effectively with team members and management team.   *Develop and maintain key relationships/partners",APPAREL,creative,34.0,1
"ASSISTANT STORE MANAGER OF OPERATIONS AND HUMAN RESOURCES         Highlights          SKILLS / STRENGTHS Computer  Peoplesoft, Kronos payroll management system, Microsoft Word, Excel, Access, and PowerPoint, entry level HTML Professional  Excellent communicator, motivator, and decision maker  Strong analytical and problem solving skills  Ability to handle multiple task and lead to completion  Strong public speaker              Accomplishments      Wall Street Journal Award in Economics and Finan",APPAREL,creative,46.0,1
"OFFICE MANAGER - 40+ HOURS PER WEEK           Professional Summary      Human Recourses/Office Manager with 4-years background in employee management, hiring, computer training and benefits. Highly detail-oriented and organized. Works well in a team setting and alone. Very  self-motivated and results-driven with strong communication, analytical, problem solving, reasoning skills and data entry.  Highly enthusiastic and goal oriented.           Licenses       CNA License - NA0010346149       CPR ",APPAREL,creative,34.0,1
"DIRECTOR OF PR & SOCIAL MEDIA       Executive Profile     Dynamic and results-driven Senior Public Relations Executive with 
over 7 years of experience in impacting brand presence, performance and 
profitability internationally. Strategic leader with notable success in 
development and execution of public relations, marketing & social 
media campaigns. Well-connected individual with an extensive global 
network of editors, journalists, stylists, producers, talent agents and 
fashion influentials",APPAREL,creative,26.0,0
"CFO ASSISTANT/EXECUTIVE ADMINISTRATOR/HR MANAGER/CS           Professional Summary    To apply myself in a new and challenging position with a progressive organization for long-term employment. Organized, deadline-oriented, great attention to detail and work well under pressure. I have the ability to multi-task, work in a fast-paced environment and do whatever it takes to get the job done while maintaining a high level of professionalism. Having served as a point person for executive teams, seni",APPAREL,creative,38.0,1
"MEMBERSHIP SALES REPRESENTATIVE         Professional Profile    Motivated professional with over twenty years of experience in business management and customer service seeking Front Desk Manager position at The Claremont Club. Ability to turn around under-performing departments to create profitable departments by building strong relationships, recruiting talent, training
teams, and establishing and managing processes. Self-starter with positive attitude and strong problem solving skills.      Qu",APPAREL,creative,44.0,1
"SUPERVISOR           Summary     Results-oriented, strategic sales professional with  thirty  years in the Retail industry.        Highlights          INFOREM, EXCEL, WORD,   Mainframe applications,   Telxon, Lotus Notes      Training and development      Results-oriented                 Accomplishments     Reduction in Shrink with total store awareness.  Increased Sales with coaching Customer Service awareness.  Achieved Award on Credit card sales with training staff to sell the benefits of the",APPAREL,creative,46.0,1
"ASSISTANT STORE MANAGER         Core Strengths          Visual retail experience in fashion and design  Experience in store remodel, store reopening, store transition  Stamina to engage in frequent lifting  Ability to interpret a variety of diagrams  Microsoft Office, MS Word, MS PowerPoint, MS Excel, MS Publisher, MS Outlook  Adobe Photoshop, Karat, CAD, Easy Weave, Easy Knit, Color Reduce and Clean  Fashion Illustration, Flat Pattern Design                Work Experience     10/2010   to   Cur",APPAREL,creative,46.0,1
"DOCUMENT CONTROLLER (CONTRACT POSITION)           Summary    Dedicated and technically skilled business professional with a versatile administrative support skill set developed through experience as an Office Manager, Customer Service Representative, Administrative Assistant and Buyer      Highlights          Office Management  Team Building & Supervision  Staff Development & Training  Policies & Procedures Manuals  Report & Document Preparation  Spreadsheet & Database Creation  Accounts Payable",APPAREL,creative,25.0,0
"KEYHOLDER       Summary    Creative, hands-on professional with expertise in art direction and project management,Marketing and special promotions      Highlights          Professional  photoshoot/modeling experience    Fashion Visual Merchandising     Professional runway experience,       Professional standing fashion model    Self taught abstract, visual , mix media artist  Professional photo shoot experience      Self-motivated professional            Accomplishments      KNOWLEDGE OF OFFICE ",APPAREL,creative,28.0,0
"BEAUTY ADVISOR, MAKEUP ARTIST       Summary     I place great importance on working hard and being a reliable person. Therefore an employer can expect high quality performance and punctuality. I consider myself a student in every aspect  of my life, therefore I am driven, and I am optimistic about learning and applying. I am confident that I can use these qualities in any situation to provide excellent results and growth within the business/company I am a part of.       Highlights          Socia",APPAREL,creative,22.0,0
ASSISTANT SECRETARY/PARKS & REC DIRECTOR           Summary     Flexible accounting professional who adapts seamlessly to constantly evolving accounting processes and technologies.       Highlights          Public and private accounting  Analytical reasoning  Account reconciliations  Strong communication skills  QuickBooks expert      Budgeting  Payroll  Highly dependable  Self-motivated  Fast Learner            Accomplishments     Initiated the use of a computerized accounting system  Increased ,APPAREL,creative,19.0,0
INTERNAL AUDIT MANAGER       Summary     Dedicated auditing professional with the accomplished ability to work independently and as a team member to successfully achieve project goals and objectives.       Highlights          Information System Audit and Control Association (ISACA)  Sarbanes-Oxley  Project risk and controls   Business process review      The Institute of Internal Auditors (IIA)  Risk management expertise  Strong client engagement            Experience      Internal Audit Manager,APPAREL,creative,40.0,1
SOURCING & MERCHANDISING ANALYST       Summary     Sourcing and Merchandising Analyst committed to staying current on market trends and consumer interests. Collaborates with manufacturers to create the best product plans and boost sales revenue.       Highlights          Retail Buying  Purchasing  Inventory Control  Product Development      Sourcing  Negotiating  Detail Oriented  Analyitical            Experience     02/2014   to   Current     SOURCING & MERCHANDISING ANALYST    Company Name   －,APPAREL,creative,35.0,1
"INDEPENDENT BEAUTY ADVISOR       Career Overview    To gain an entry-level position in the customer service industry with room for growth and advancement that will lead to a lasting relationship.      Core Strengths          Customer service expert  Energetic work attitude  Courteous demeanor  Sharp problem solver      Top sales performer  Telecommunication skills  Adaptive team player  Strong organizational skills            Work Experience      Independent Beauty Advisor  ,   10/2013   －   Cur",APPAREL,creative,28.0,0
"ADJUNCT INSTRUCTOR, VOLUNTEER CAREER ADVISER       Professional Summary     Administrative professional with extensive experience in academia, sales, customer service in a number of venues.  Highly competent in persuasive customer communication as particularly evidenced in the six years of serving as an on-line sales consultant and business owner. Desires a position in customer service where compelling communication plays a strong role.       Core Qualifications          Results-oriented  Excel ",APPAREL,creative,44.0,1
"CEO / PRESIDENT       Executive Profile     Senior marketing executive experienced in the music, sports and entertainment industry with an ability to build market presence. Track record of accelerating growth by creating and executing integrated marketing and strategic marketing programs that improved visibility, sales, and account base. Product Development Social Media Marketing Strategic Marketing Planning Multi Media Marketing & Advertising - Print, Broadcast, Web / Internet Leadership/Team B",APPAREL,creative,49.0,1
LIGHT INDUSTRIAL MAINTENANCE / RESIDENTIAL           Professional Summary     Skilled Laborer who thrives independently or as a team member. Proactive in creating a safe and productive environment.   Reliable Customer Service Representative with extensive track record in demanding sales and account management environments.       Core Qualifications          Results-oriented  Excel in customer service/sales  Territory Sales Experience  Client Relations  Creative Problem Solving       Project Mana,APPAREL,creative,33.0,1
ENROLLED AGENT / TAX ACCOUNTANT / OFFICE MANAGER           Executive Profile     Dedicated professional with the accomplished ability to work independently and as a team member to successfully achieve project goals and objectives.        Skill Highlights          Enrolled Agent (EA)  Proficient in Microsoft Office  Valued team player  Account reconciliation expert  QuickBooks  UltraTax      Effective time management  Strong organizational skills  Advanced computer proficiency (PC and Mac)  VA No,APPAREL,creative,29.0,0
"ENGINEERING TECHNICIAN           Highlights        PC Operating Systems, Microsoft Office, Outlook, Internet              Experience      Company Name    City  ,   State    Engineering Technician   01/2014   to   Current       Analyze documentation to ensure production accuracy.  Use MS Excel and PowerPoint to create presentations and spreadsheets.  Engage engineering to resolve production issues.  Create and maintain production training certifications.  Generate training matrix to determine and",ENGINEERING,tech,29.0,0
"ENGINEERING ASSISTANT       Summary     Knowledgeable Engineering Superintendent well-versed in supporting projects and managing related documentation. First-rate multitasker, problem-solver and organizer with methodical and thorough approach. Proficient in power Points and Word Documents.       Skills          Administrative support  AP  Critical thinking  Doors  Engineer  Senior Management  Forms  Functional  Leadership  Machinery  Navy  Oil  Organizational  Pearl  Personnel  Personnel managem",ENGINEERING,tech,36.0,1
"ENGINEERING MANAGER       Profile     Dedicated Engineering Manager with excellent technical, analytical and communication skills demonstrated by over 25 years of experience.       Skills          Windows XP Professional (Word Excel and Outlook) and Internet.       Project management  Process improvement            Accomplishments      Testing, Evaluation and Analysis:     Tested equipment to ensure compliance.  Analyzed data and provided recommendations which resulted in adoption of new cost-sa",ENGINEERING,tech,16.0,0
"ENGINEERING INTERN         Professional Summary     A Computer Science junior at Lynchburg College with the understanding and problem solving to work my way through any situation.  Using the life skills I learned while I attained my Eagle Scout rank, the highest in boy scouts and only given to a very small percentage of scouts.           Experience      Company Name     June 2015   to   August 2015     Engineering Intern           Designed and worked with building information modeling (BIM) in A",ENGINEERING,tech,43.0,1
"ENGINEERING TECHNICIAN         Summary     To obtain a position in the field of civil engineering technician where I can apply and impart the knowledge I have gained through experience and college, as well as to acquire new insight through experience and application.         Accomplishments      Home Improvement Projects.  Outdoor Sports such as golfing, hunting, and fishing.        Experience      Company Name     August 2007   to   Current     Engineering Technician   City  ,   State      Desi",ENGINEERING,tech,27.0,0
"TEST ENGINEERING       Profile    I am seeking the challenging position with a technology company that will allow me to apply and enhance my skills of being Test Engineer to their fullest potential. Possessing over 10 years of experience in the electronics manufacturing and test engineering environment can bring high level of responsibility and technical role in your company. In addition, I am eager to contribute my creativity and hard work towards the success of your company and to the growth o",ENGINEERING,tech,25.0,0
ENGINEERING TECHNICIAN       Professional Summary    Seeking a Position of Engineering Technician. SUMMARY of Qualifications. Fifteen years of R&D lab support. Troubleshoot and debug system to component level. Ten years of test lab setup and test equipment configuration. Over ten years of quality analyst/Inspections. PC board rework (fine pitch and through hole soldering) Test plan and test case development. Validation and regression tests execution and documentation. Complex system troubleshoot,ENGINEERING,tech,40.0,1
"ENGINEERING INTERN       Summary    Candidate with  a fifteen months experience in production supervising and manufacturing seeking opportunity in field of Quality, Supply Chain and Manufacturing       Highlights        DMAIC, Failure Modes and Effective Analysis (FMEA),  Kaizen, Lean Manufacturing , 5S, Value Stream Mapping, Root Cause Analysis, PFMEA Quality tools: Statistical Process Control, Process Capability, ANOVA, Gage R & R
Software:  Programmable Logic controls (PLC),  Discrete Control",ENGINEERING,tech,41.0,1
"ENGINEERING ASSISTANT       Summary    Product and Process engineer with more than three years of experience with leading projects on new product development, new model assembly launch,
quality and Toyota production systems. Extensive understanding on process engineering and design and development of automotive systems.      Skills        C, R, Catia, AutoCAD, ANSYS, Microsoft office, Product          Project Management, GD&T, Minitab, Kanban, Kaizen, FMEA. development.          Toyota productio",ENGINEERING,tech,55.0,2
"ENGINEERING TECHNICIAN       Professional Profile    To obtain a challenging career in Electronic Technology field. Extensive experience successfully testing and analyzing complex circuit packs and systems.
*Takes the initiative to take on challenging problems and follows through to their resolution.
*Capable of working independently or as a team player. 
*Worked with fiber optics receivers and transmitters since 1999.      Qualifications          Critical Thinking  Effective Multitasking  Deadl",ENGINEERING,tech,44.0,1
"ENGINEERING MANAGER       Profile     Dedicated  [job title]  with excellent technical, analytical and communication skills demonstrated by  [number]  years of experience.   Results-driven Mechanical Engineer with solid product engineering and QA experience.        Skills        Microsoft Office, Pro/ENGINEER, Pro/Mechanical, Solid Edge, AutoCAD, Microsoft Navision, Microsoft Project, Moldflow.            Accomplishments      Project Management     Customer Interface     Project Coordination    ",ENGINEERING,tech,41.0,1
"ENGINEERING INTERN       Professional Summary    Petroleum Engineering Graduate and Military Veteran seeking a full-time position in an organization that will allow for professional growth, a long career, and meaningful employment. Over 4 years of operations and management experience and 6 months of Engineering Internship experience working on multi-million dollar projects. Highly-motivated and quick learner. Can perform in fast-paced environments, make sound decisions, and direct and provide pe",ENGINEERING,tech,35.0,1
"ENGINEERING SUPERVISOR           Summary     Entrepreneurial, analytical, and detailed oriented manager who, for over 5 years, both directed, and had hands on experience in, all aspects of accounting functions of a small engineering company. A natural disposition for problem solving and attention to detail that has led to a successful 23 year engineering and accounting career. A proven ability to accept and succeed with new challenges and responsibilities. Currently seeking the next career chall",ENGINEERING,tech,33.0,1
"ENGINEERING INTERN       Summary    looking for an opportunity as an engineer or related position which offers key participation, team-oriented tasks, immediate challenges and career opportunities in a reputed organization which will help me deliver my best and upgrade my skills in engineering and meet the demands of the organization. To utilize my technical skills for achieving the target and developing the best performance in the organization. I would like to implement my innovative ideas, ski",ENGINEERING,tech,39.0,1
"ENGINEERING INTERN       Summary    Automotive Engineer seeking Systems Engineer position at your esteemed organization with scope for career advancement and professional development.      Skills        AutoCAD, Ansys, Cero, CATIA, HyperMesh, DFMEA, MS Office Suite, Fortran, C, MATLAB/Simulink, CNC Programming            Experience         Dec 2016        Company Name         Identified technological changes, key issues, trends, design and refined the vehicle definition.  Illustrated vehicle des",ENGINEERING,tech,47.0,1
"ENGINEERING INTERN         Summary    To contribute my skills and experience to the further the development of an organization and achieve growth in my professional career path.      Education and Training      Bachelor of Science  :  Civil Engineering   2017     San Diego State University  ,   City  ,   State                Professional Project Manager BootCamp   2008     PMP Institute  ,   City  ,   State                NITC Plumbing/Pipe Fitting Journeyman License   2004     Local 525 Plumbin",ENGINEERING,tech,43.0,1
"S        ENGINEERING INSTRUCTOR         Summary    Seeking an Internship/Co-op in the field of Electrical/Instrumentation & Control Engineering for Spring & Summer 2017      Highlights          MATLAB, Simulink, Siemens PSS@E, Power World, ETAP, LabVIEW, Multisim, RT-LAB, C++, MS office.  Certificate in Industrial Automation & Control from Apollo Knowledge Institute.    July 2012 - Sept 2012  Skills acquired in PLC programming (Allen Bradley & Siemens PLC), HMI, SCADA, Servo drives, VFD, Hydraul",ENGINEERING,tech,45.0,1
"ENGINEERING MANAGER           Summary    To design, develop and manage products in the field of consumer electronics devices, networking protocols, internet applications and connected devices. Vision to create personalized experiences based on machine learning.      Highlights          Linux, Unix, RTOSs - OS 9 & VxWorks,  DOS, MS- Windows,  Socs related to media players and set tops --Broadcom, Intel, STMicro, Sigma Design   Microprocessors/micro controllers -- ARM, MIPS, 8088, 8087, 8031, 8051",ENGINEERING,tech,25.0,0
"ENGINEERING COORDINATOR       Summary    I desire to work for a company that provides career advancement opportunities in a friendly environment.  I would like to develop skills that make me proficient in my job and an asset to the company.  I have a varied skill set and enjoy learning new techniques.          Experience      ENGINEERING COORDINATOR     Jul 1996   to   Jul 2016      Company Name   －   City  ,   State     Proprietary Software License Administrator, Created database for internal a",ENGINEERING,tech,16.0,0
"ENGINEERING TECHNICIAN           Summary     A challenging position in a Manufacturing, Engineering, or Research & Development environment where my overall technical background, along with my leadership and decision making capabilities will be combined to contribute to company goals, enlargement, & productivity.       Highlights          Excellent communication techniques  Lean principles knowledge            Microsoft Excel & Word  Engineering operational functions       Manufacturing systems i",ENGINEERING,tech,28.0,0
"ENGINEERING INTERN           Profile     Proficient Entry Level Electrical Engineer with excellent technical, analytical and communication skills. Willing to relocate anywhere in the US.       Skills          Testing | Troubleshooting | Embedded Hardware & Software |Microprocessors | Computer|systems | Hardware & Software design | Digital signal processing | Analog and Digital Filter design| Reading Circuit Schematics| Circuit Design and Analysis | Digital logic | Soldering | Project management|",ENGINEERING,tech,33.0,1
"ENGINEERING ASSISTANT       Career Focus     My full name is Kailie Marie Mahea'lani Graciidis. I am an ambitious 20 year old and also a part-time student at Bellevue College. I have a desire to work in the ocean one day and to also manage my own online company, but have yet to choose the right major(s) towards those goals.        Summary of Skills          Ability to make decisions and solve problems   Ability to work in a team structure   Attention to detail   Balanced    Computer proficient  ",ENGINEERING,tech,31.0,1
"ENGINEERING MANAGER           Career Overview     A practiced, professional Test Manager with over 20 years of success managing test and validation of next-generation software / hardware technologies across multiple concurrent projects and releases. Delivered effectively to time and budget on a variety of complex, large-scale, multi-platform projects including: complex network framework, IoT (Internet of Things), telecommunication and hosted services, business process tools, automation framework",ENGINEERING,tech,45.0,1
"ENGINEERING MANAGER               Experience      Engineering Manager    February 2008   to   Current     Company Name   －   City  ,   State      Supervisor: Tom Mosca, VP Manufacturing  Manager of tool room, tool service, and punch manufacturing departments  Manager of engineering, drafting, CNC programming, and lean/continuous improvement  Engineering support for supervisors and shop floor with emphasis on problem solving  Research, planning and execution of capital projects  Design and engine",ENGINEERING,tech,31.0,1
"MANAGER ENGINEERING MANUFACTURING SYSTEMS ENGINEERING MANAGER         Summary     Personable Engineering Manager successful at building strong cross sector professional relationships. Manages large and complex projects for the heritage ES now MS sector while maintaining high team morale and energy. Skilled mentor and mediator who excels at bringing out the best in team members.          Experience      Company Name    City  ,   State    Manager Engineering Manufacturing Systems Engineering Manag",ENGINEERING,tech,44.0,1
"ENGINEERING SPECIALIST           Professional Profile    Have managed major equipment installations and upgrades, strong troubleshooting ability to resolve electrical & mechanical defects. Experienced w/ voltage up to 480 three phase Extensive knowledge in programming, troubleshooting, and maintaining Allen Bradley PLC 5, Slc 500, Control Logix 5000 PLC systems and DeviceNet. Able to program, troubleshoot, and electrically/mechanically repair Fanuc Robotics using the RJ-3 and R30iA controllers. ",ENGINEERING,tech,25.0,0
"ENGINEERING TECHNICIAN           Summary    Work as engineering technician on fault isolation area saving medical devices from electrical failures that could be reworked at site depend the electrical failures. Delivering $1,200 per each device that can be saved at site. Implement new electrical test location that affect yield per site, medical devices and machinery that cost $5k each equipment. Reducing electrical disposition and operator overtime work.         Experience      Engineering Techni",ENGINEERING,tech,45.0,1
"ENGINEERING INTERN         Skills          C++, Python, MATLAB, Git, Bash, R, SQL (basic). Experienced in Linux/Unix and using high performance computing clusters.  Machine Learning Tools and Libraries: Scikit-learn, Pandas, Seaborn, matplotlib, TensorFlow (basic). (I built a XGBoost  model that has 77.5% accuracy in the Kaggle Titanic challenge.)  Computational Fluid Dynamics and Discrete Element Method Codes  CFD-DEM, OpenFOAM, CFD-ACE+®, Fluent®, COMSOL®, LAMMPS, and LIGGGHTS.  Reservoir and ",ENGINEERING,tech,55.0,2
"ENGINEERING TECHNOLOGIST       Summary    To obtain a position within an organization that utilizes my skill set to continuously add vale and achieve best-in-class results Skills Profile
More than 10  years of successful experience in data analyzing, administrative and customer service roles with recognized strengths in account maintenance, problem-solving, thoroughness and extreme attention to detail
Efficient in self-motivating, prioritizing, multitasking, meeting deadlines and working in inde",ENGINEERING,tech,27.0,0
"ENGINEERING MANAGER       Profile    Lean manufacturing professional with 20 years experience in lean manufacturing and continuous improvement. Highly skilled in all lean six sigma initiatives.      Skills          Microsoft Office  Visio  Inventor  Lean Manufacturing​         SPC  FMEA  Minitab  Process improvement            Professional Experience     12/2015   to   08/2016     Engineering Manager    Company Name   －   City  ,   State      Build the foundation for the engineering department a",ENGINEERING,tech,35.0,1
"ENGINEERING ASSOCIATE       Profile    Team-oriented Engineering Associate with over 8 years experience designing, developing, maintaining, and testing
electro-mechanical systems.      Skills          Electro-mechanical design        JMP  Microsoft Visual Basic          Microsoft Excel  Vision system programming          Microsoft power point  Electronic computer systems          Microsoft Visio  Engineering software    Six Sigma 5X methodology  Strong presentation skills    Adaptable  Process i",ENGINEERING,tech,34.0,1
"ENGINEERING MANAGER           Summary     Mechanical engineer with more than 30 years of progressive experience specializing in economics driven project justification, management and mechanical design. Much of my career has been focused on paper converting equipment and operations developing into roles in maintenance and reliability systems. More recently responsible for facilitating the capital investment portfolio for the Halsey Mill.       Highlights          Project management  Paper convert",ENGINEERING,tech,34.0,1
ENGINEERING TECHNICIAN         Summary     An experienced CAD and GIS Technician able to produce detailed drawings and maps which are clear and accurate. I am able to analyze databases and generate custom maps and reports with different tools of the trade. I am always curious to learn new skills and technologies that enhance my productivity in a complex organization. Adaptable to work for long periods and under the most stressed situations without losing focus and patience.       Highlights     ,ENGINEERING,tech,32.0,1
"ENGINEERING OFFICER       Objective     Looking for opportunities to work in an research environment for creating solutions using digital systems at circuit as well as system level.       Education      Master of Science  :   Electrical Engineering   2017       North Carolina State University   City  ,   State  ,   USA             Bachelor of Engineering  :   Instrumentation and Control Engineering   2013       Netaji Subhas Institute Of Technology   City  ,   State  ,   India      Majored with ",ENGINEERING,tech,50.0,2
"ENGINEERING TECH         Summary     Dedicated team player with extensive knowledge of electrical engineering concepts and a creative aptitude for new product development.       Highlights          Seasoned Lab Expert : 12 years SEM,EDX, DIB and high precision laboratory skills including X-Ray Analysis, Gas Chromatography equip/techniques, High         Purity Liquid Chromatography equip/techniques, Stress/Strain collection   Expert in multiple lab equipment  including but not limited to MicroPol",ENGINEERING,tech,37.0,1
"ENGINEERING MANAGER         Professional Summary    Electrical Engineer with 20+ years of experience in semiconductors microlithography and strong project management background. Scope of work required extensive background in equipment engineering maintenance and process sustaining. Utilized experience in cross-function activities with other engineering, production and support organization for the completion of start-up semiconductor factory construction and equipment's. Outstanding communication",ENGINEERING,tech,40.0,1
